,rules
2236,linscription sur linstance twictée implique le respect de la charte dutilisation et de modération de linstance mastodontwicteeorg le contenu des publications doit rester en adéquation avec les valeurs et le projet de lassociation
2237,les usagers de cette instance demeurent responsables de leurs identifiants de leurs comptes et de ce quils peuvent écrire ou dire
2238,les usagers de cette instance sont responsables de la protection des mineurs contre des contenus dégradants violents ou favorisant leur corruption
2239,les usagers de linstance doivent respecter les personnes pas datteinte à la vie privée ou au secret de la correspondance ni dinjures ou de diffamation
2240,toute forme dincitation à la haine à la violence ou la discrimination est proscrite
2241,les usagers de linstance doivent respecter le droit dauteur et le code de la propriété intellectuelle
2242,en cas de réception dun message contenant des éléments inappropriés à caractère raciste violent pornographique ou injurieux les usagers de linstance doivent informer le compte plomberiemastodontwicteeorg
2243,en cas de nonrespect des règles établies les modérateurs peuvent supprimer des messages limiter ou suspendre les droits daccès des poursuites peuvent être engagées si nécessaire
2244,treat everyone with respect
2245,no racism
2246,no xenophobia
2247,no homophobia
2248,no transphobia
2249,nsfw content needs to be marked as such please use content warning for nsfw andor nudity content
2250,no advertising absolutely no advertising is tolerated
2251,no white supremacy
2252,no fascism
2253,please only post in english norwegian portuguese or spanish as we cant moderate other languages
2254,be nice be civil courteous and respectful do not use extreme language or act with hostility
2255,be a good person do not insult mock or attack other users based on race gender age occupation physical or mental health or opinions about fountain pens
2256,no transactions allowed do not use this server as a platform for any sort of transaction for money or other value links to a page that offer a product or service are allowed as long as the transaction is external from the server
2257,no pornographic content do not post pornographic or otherwise agerestricted content nude art may be submitted with an appropriate content warning
2258,giveaways do not post giveaways without moderator approval
2259,be kind to others
2260,nsfw must be marked
2261,selfharm content prohibited
2262,no doxing
2263,sexually explicit or violent media must be marked as sensitive when posting
2264,no racism sexism homophobia transphobia xenophobia or casteism
2265,no incitement of violence or promotion of violent ideologies
2266,no illegal content
2267,just be normal
2268,please be kind and courteous theres no need to be mean or rude
2269,hate speech racism sexism homophobia transphobia ableism fatmisia xenophobia andor violent nationalism or the advocation of any of the above will not be tolerated and any account engaging in such acts will be suspended immediately
