,rules
2226,we do not tolerate violent nationalist propaganda nazi symbolism or promoting the ideology of national socialism
2227,do not contact people who made clear they want no contact this includes dogpilingbrigading
2228,posts with sexual content or gore have to be tagged
2229,advertisements have to be tagged and must not be excessive or automated
2230,automated posts should be unlisted to keep the local timeline of our instance a place of community dialogue and human interaction this extends to bots feed posters twitter retweets and twitter crossposts with broken mentions
2231,bots may only interact with a user when theyre invited by that user to do so
2232,if you need to post with a high frequency please set your posts to be unlisted to keep the local timeline readable
2233,in discussions please remain civil do not insult the people youre talking to and try to avoid irony sarcasm or similar modes of language they typically dont translate well to written language and tend to escalate discussions or misunderstandings
2234,cryptographic is harming the planet and the economy advertisement for cryptomining in any form will lead to a immediate suspension of the account
2235,please report behaviour that bothers you we will keep your report confidential
2236,alle menschen die sich für eine lebenswerte welt engagieren wollen sind bei uns willkommen wir möchten einen respektvollen umgang miteinander pflegen und gute gastgeberinnen sein
2237,sollte uns das einmal nicht gelingen gehe nicht einfach nur still weg sondern sprich uns bitte an damit sich alle beteiligten bei uns wohlfühlen und einbringen können
2238,auf bewegungsocial bekommen nur angehörige der sozialen zivilgesellschaftlichen bewegungen einen zugang privatpersonen holen sich bitte auf digitalcouragesocial einen account
2239,dont be a dick if you screw up and get called out on it apologize and move on and try to learn from it this one is vague but as the supreme court said i know it when i see it similarly try not to take deep offense easily reasonable people can disagree without violating this rule
2240,no spam or advertising you may promote yourself and causes you care about but keep it reasonable
2241,please make use of content warnings cws where appropriate things that should definitely get cws but not limited to violence trauma imagery associated with those things you can cw but shouldnt feel pressured to politics media sports
2242,absolutely no bigotry racism misogyny xenophobia discrimination on the basis of race ethnicity nationality religion gender sexual preferences body type see rule 1
2243,no advocacy of violence or inciting violence including harassment this one will get you banned quickly
2244,no commercial bots follow bots or any bots that annoy the admins of this instance if you want to point a bot at us please make it useful or something that elevates discourse
2245,no stalking or harassment
2246,represent austin well when interacting with the rest of the fediverse if we get legitimate complaints about a user here from another admin we will most likely take action to avoid being defederated
2247,be a good person
2248,cette instance mastodon est strictement soumise au droit français et européen
2249,la modération sapplique sur une base strictement légale et non idéologique
2250,les comptes et instances bloqués le sont également sur une base légale leur liste est disponible depuis le à propos httpssocialzdxfrabout
2251,aucune donnée nest collectée etou utilisée seuls les fichiers de logs légaux sont conservés
2252,nous avons mis en place le maximum de choses pour respecter la vie privée et la sécurité de nos utilisateurs et utilisatrices nous restons toutefois bénévoles et noffrons pas un service professionnel
2253,no discrimination or hate speech including but not limited to racism sexism homophobia or transphobia
2254,no incitement of violence or promotion of violent ideologies
2255,no disinformation regarding public health issues or politicalmilitary campaigns
2256,no harassment of other users on this or other servers or services
2257,no spam this includes commercial advertising promotional campaigns and seo individuals promoting their own work or works they enjoy is acceptable within reason were here to help people socialize not boost brands
2258,no uploading of pirated media or materials even with an obvious fair use claim please link to thirdparty hosting for anything outside normal social media usage like reaction gifs
2259,low drama dont fill our timelines with dunks callouts or mockery
2260,embrace diversity no slurs or attacks on peoples identities respect names and pronouns
2261,adults only register only if you are 18 or older
2262,considerate content no pepe the frog mark lewdr18 images as sensitive use cw for spoilers and common triggers
2263,adult topics adult characters no sexualized depictions of minors or childlike bodies
2264,respect privacy dont reveal personal information about other people without their consent
