,instance,rule,preprocessed rules,lang
1463,hooray.computer,"Politics and other potentially incendiary posts *must* be tagged. If you’re posting about politics, religion, international or otherwise, use #uspol, #pol, or another hashtag. Untagged posts will result in warnings and bans.",politics and other potentially incendiary posts must be tagged if youre posting about politics religion international or otherwise use uspol pol or another hashtag untagged posts will result in warnings and bans,English
1464,hooray.computer,Think before you boost. Is what you’re going to boost trigger another person? ,think before you boost is what youre going to boost trigger another person,English
1465,contenttechtodon.org,Talk about content technology or something related,talk about content technology or something related,English
1466,contenttechtodon.org,A lot of us work for vendors. Don't over-promote. There's a vague line you shouldn't cross.,a lot of us work for vendors dont overpromote theres a vague line you shouldnt cross,English
1467,contenttechtodon.org,Be nice.,be nice,English
1468,mastodon.star-one.org.uk,"Just like anywhere else in the Fediverse, don’t be a dick",just like anywhere else in the fediverse dont be a dick,English
1469,mastodon.star-one.org.uk,"And especially just like anywhere else in the Fediverse, no bigoted hate speech",and especially just like anywhere else in the fediverse no bigoted hate speech,English
1470,mastodon.inferiorlattice.com,Don't be a dick. Remember the human on the other side of your screen. ,dont be a dick remember the human on the other side of your screen,English
1471,mastodon.inferiorlattice.com,No hate speech.,no hate speech,English
1472,mastodon.inferiorlattice.com,"All NSFW content (images, text, etc) must be placed in a content warning. ",all nsfw content images text etc must be placed in a content warning,English
1473,masto.astrra.space,"Transphobia, homophobia, racism and other kinds of bigorty is not allowed in any way.",transphobia homophobia racism and other kinds of bigorty is not allowed in any way,English
1474,masto.astrra.space,Don't be a dick to others.,dont be a dick to others,English
1475,masto.astrra.space,Don't make us make more rules,dont make us make more rules,non-Englsih
1476,mastodon.murkworks.net,"DON'T be a dick. That's not a suggestion; we use active moderation against racism, sexism, homophobia and transphobia. Trans men are men, trans women are women. If you disagree, don't be here.",dont be a dick thats not a suggestion we use active moderation against racism sexism homophobia and transphobia trans men are men trans women are women if you disagree dont be here,English
1477,mastodon.murkworks.net,"The easier it is for me to maintain this server, the more likely it stays up long term. See rule 1!",the easier it is for me to maintain this server the more likely it stays up long term see rule 1,English
1478,mastodon.murkworks.net,"If we don't know you personally, you can't have an account. We're confident we can handle 20 people (up from *two* two weeks ago) but we are resource-limited. Really. Stop asking.",if we dont know you personally you cant have an account were confident we can handle 20 people up from two two weeks ago but we are resourcelimited really stop asking,English
1479,mastodon.murkworks.net,"As we operate under United States jurisdiction, we are required to follow DMCA protocols. Here is a copy of our DMCA statement and compliance rules: https://solarbird.net/mastodon.html - please do not make us have to use them.",as we operate under united states jurisdiction we are required to follow dmca protocols here is a copy of our dmca statement and compliance rules httpssolarbirdnetmastodonhtml please do not make us have to use them,English
1480,mastodon.murkworks.net,"While we are a private instance, we can be required to turn over user data where required by law or by order or other legal requirement of a court, administrative or law enforcement agency, or governmental entity.",while we are a private instance we can be required to turn over user data where required by law or by order or other legal requirement of a court administrative or law enforcement agency or governmental entity,English
1481,mastodon.murkworks.net,Data posted here but replicated to other instances can be similarly subpoenaed in those instances under the terms of their local laws. This information includes but is not limited to posted content and identifying information such as IP addresses.,data posted here but replicated to other instances can be similarly subpoenaed in those instances under the terms of their local laws this information includes but is not limited to posted content and identifying information such as ip addresses,English
1482,mastodon.murkworks.net,"No new links to Twitter as of 2 June 2023.

I will not be in any way aid Elon Musk's alt-right propaganda machine, or a man who personally sticks anti-trans propaganda video in the faces of tens of millions of people.

If that is not acceptable, you are welcome to migrate to another instance.",no new links to twitter as of 2 june 2023 i will not be in any way aid elon musks altright propaganda machine or a man who personally sticks antitrans propaganda video in the faces of tens of millions of people if that is not acceptable you are welcome to migrate to another instance,English
1483,4four.org,"Sexually explicit or violent media must be marked as sensitive when posting
",sexually explicit or violent media must be marked as sensitive when posting,English
1484,4four.org,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism
",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
1485,4four.org,"No incitement of violence or promotion of violent ideologies
",no incitement of violence or promotion of violent ideologies,English
1486,4four.org,"No harassment, dogpiling, or doxxing of other users
",no harassment dogpiling or doxxing of other users,English
1487,4four.org,"No content illegal in the UK
",no content illegal in the uk,English
1488,4four.org,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
1489,4four.org,"“Isms, in my opinion, are not good. A person should not believe in an ism, he should believe in himself. I quote John Lennon, “I don’t believe in ‘Beatles’, I just believe in me.” Good point there. After all, he was the Walrus.” - Ferris Bueller",isms in my opinion are not good a person should not believe in an ism he should believe in himself i quote john lennon i dont believe in beatles i just believe in me good point there after all he was the walrus ferris bueller,English
1490,makersocial.online,Be excellent to each other,be excellent to each other,English
1491,makersocial.online,"No hateful or aggressive speech, harassment, or spamming.",no hateful or aggressive speech harassment or spamming,English
1492,makersocial.online,No content illegal in the United States of America,no content illegal in the united states of america,English
1493,grumble.social,"No bigotry. Any form of bigotry is grounds for account termination. Since I vet everyone the chance of this happening is exceedingly low, but I want it to be explicit. Also: TERFs and nazis fuck off.",no bigotry any form of bigotry is grounds for account termination since i vet everyone the chance of this happening is exceedingly low but i want it to be explicit also terfs and nazis fuck off,English
1494,grumble.social,Don't be a dick. There's no value to it. It just makes you a dick. ,dont be a dick theres no value to it it just makes you a dick,English
1495,grumble.social,"Post in good faith. If you assume someone is posting in bad faith... well, your reply will probably also be in bad faith. So just don't. 

",post in good faith if you assume someone is posting in bad faith well your reply will probably also be in bad faith so just dont,English
