,instance,rule,preprocessed rules,lang
779,dju.social," Kein Rassismus, Sexismus, Homophobie oder Transphobie. ",kein rassismus sexismus homophobie oder transphobie,non-Englsih
780,econtwitter.net,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
781,econtwitter.net,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
782,econtwitter.net,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
783,econtwitter.net,"No harassment, dogpiling or doxing of other users",no harassment dogpiling or doxing of other users,English
784,econtwitter.net,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
785,econtwitter.net,"We don't tolerate promotion of any cryptocurrency, NFTs, de-fi, and related projects.",we dont tolerate promotion of any cryptocurrency nfts defi and related projects,English
786,zirk.us,"No sexual content involving minors, including artistic depictions.",no sexual content involving minors including artistic depictions,English
787,zirk.us,"No gore and extremely graphic violence, including artistic depictions.",no gore and extremely graphic violence including artistic depictions,English
788,zirk.us,"Racism, antisemitism and any form of harassment and discrimination on the basis of culture/background will not be tolerated.",racism antisemitism and any form of harassment and discrimination on the basis of culturebackground will not be tolerated,English
789,zirk.us,"Misogyny, transphobia, homophobia and any form of harassment and discrimination based on a person's sex, gender identity or sexual orientation will not be tolerated.",misogyny transphobia homophobia and any form of harassment and discrimination based on a persons sex gender identity or sexual orientation will not be tolerated,English
790,zirk.us,"No promotion of alt-right, Nazi or other far-right ideology.",no promotion of altright nazi or other farright ideology,English
791,zirk.us,"No promotion of disinformation, ""alternative facts"", conspiracy theories, etc.",no promotion of disinformation alternative facts conspiracy theories etc,English
792,zirk.us,No promotion of pro-anorexia / -bulimia content.,no promotion of proanorexia bulimia content,non-Englsih
793,zirk.us,Ableism and any form of harassment and discrimination on the basis of physical/mental disabilities will not be tolerated.,ableism and any form of harassment and discrimination on the basis of physicalmental disabilities will not be tolerated,English
794,zirk.us,No spam.,no spam,non-Englsih
795,masto.ai,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
796,masto.ai,No spam or advertising.,no spam or advertising,non-Englsih
797,masto.ai,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
798,masto.ai,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
799,masto.ai,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
800,masto.ai,No illegal content.,no illegal content,non-Englsih
801,masto.ai,"Please understand - you have no privacy on this server or anywhere on Mastodon. It's not designed to be private. Assume that anything you post here, including DMs, are publicly visible.",please understand you have no privacy on this server or anywhere on mastodon its not designed to be private assume that anything you post here including dms are publicly visible,English
802,masto.ai,"No fake news, disinformation or misinformation.",no fake news disinformation or misinformation,English
803,masto.ai,"Content created by others must be attributed, and use of AI must be disclosed. Profiles that only post AI-generated content will not be tolerated.",content created by others must be attributed and use of ai must be disclosed profiles that only post aigenerated content will not be tolerated,English
804,hachyderm.io,Don't be a dick.,dont be a dick,English
805,hachyderm.io,No hacking.,no hacking,non-Englsih
806,hachyderm.io,No violence.,no violence,non-Englsih
807,hachyderm.io,No fascism. ,no fascism,non-Englsih
808,hachyderm.io,No colonialism.,no colonialism,non-Englsih
809,hachyderm.io,No white supremacy.,no white supremacy,English
810,hachyderm.io,No religious extremism. ,no religious extremism,non-Englsih
811,hachyderm.io,No nationalism.,no nationalism,non-Englsih
812,hachyderm.io,No racism.,no racism,non-Englsih
813,hachyderm.io,No homophobia.,no homophobia,non-Englsih
814,hachyderm.io,No transphobia.,no transphobia,non-Englsih
815,hachyderm.io,Safe Space: LGTBQIA+,safe space lgtbqia,non-Englsih
816,hachyderm.io,"Safe Space: neurodivergent (ADHD, Autism, etc.) ",safe space neurodivergent adhd autism etc,non-Englsih
817,pixelfed.social,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
818,pixelfed.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism, including targeted misgendering, deadnaming, or promotion of so-called ""conversion therapy""",no racism sexism homophobia transphobia xenophobia or casteism including targeted misgendering deadnaming or promotion of socalled conversion therapy,English
819,pixelfed.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
820,pixelfed.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
821,pixelfed.social,No content illegal in United States,no content illegal in united states,non-Englsih
822,pixelfed.social,"While English is our primary language, you are free to use any language here! We will translate reported posts in other languages to English.",while english is our primary language you are free to use any language here we will translate reported posts in other languages to english,English
829,mstdn.party,"Posts that contain nudity, sexually explicit, or violent content must be marked with an ""NSFW"" content warning and media marked as sensitive when posting",posts that contain nudity sexually explicit or violent content must be marked with an nsfw content warning and media marked as sensitive when posting,English
830,mstdn.party,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
831,mstdn.party,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
832,mstdn.party,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
833,mstdn.party,"No content illegal in the United States, Germany, or Finland
",no content illegal in the united states germany or finland,English
834,mstdn.party,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
835,mstdn.party,"Bots must be marked as bots in their profile preferences, and automated posts should be unlisted (exceptions apply). Twitter-mirroring instances like BirdsiteLIVE will be suspended, if you want to browse Twitter, use Twitter.",bots must be marked as bots in their profile preferences and automated posts should be unlisted exceptions apply twittermirroring instances like birdsitelive will be suspended if you want to browse twitter use twitter,English
836,mstdn.party,Do not spam or abuse network features.,do not spam or abuse network features,English
837,mstdn.party,You must select the appropriate language for each post.,you must select the appropriate language for each post,English
838,mstdn.party,Please read https://mpp.bus-hit.me for moderation information and best practices.,please read httpsmppbushitme for moderation information and best practices,English
839,mastodon.au,No incitement of violence or promotion of violent ideologies .,no incitement of violence or promotion of violent ideologies,English
840,mastodon.au,"Threatening, abusive, intolerant or illegal behaviour will lead to moderation and/or account deletion.",threatening abusive intolerant or illegal behaviour will lead to moderation andor account deletion,English
841,mastodon.au,"Do not post anything that is illegal in Queensland, Australia - this service and all data stored on it is 100% stored and operated in QLD.",do not post anything that is illegal in queensland australia this service and all data stored on it is 100 stored and operated in qld,English
842,mastodon.au,Do not knowingly share false or misleading information.,do not knowingly share false or misleading information,English
843,mastodon.au,"The Content Warning flag must be used for NSFW content, and NSFW media should be marked as sensitive.",the content warning flag must be used for nsfw content and nsfw media should be marked as sensitive,English
844,mastodon.au,"Registrations are monitored and accounts considered spam, duplicates, impersonating legal entities or persons will be deleted.",registrations are monitored and accounts considered spam duplicates impersonating legal entities or persons will be deleted,English
