,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
1251,1349,colearn.social,"Generelle Regeln für alle Beitragenden auf colearn.social:
- Freundlicher Umgangston
- Keine Inhalte die in Deutschland, Österreich oder der Schweiz illegal sind 
- Keine Diskriminierung von Personen 
- Keine Gewalt, keine Propaganda, keine Ideologien 
- Keine sexuellen Inhalte 
",generelle regeln für alle beitragenden auf colearnsocial freundlicher umgangston keine inhalte die in deutschland österreich oder der schweiz illegal sind keine diskriminierung von personen keine gewalt keine propaganda keine ideologien keine sexuellen inhalte,non-Englsih,General rules for all contributors to ColearnSocial friendly dealing tone No content that in Germany Austria or Switzerland illegal is no discrimination against people no violence no propaganda no ideologies no sexual content
1252,1350,colearn.social,"Lern-Kultur auf Colearn.social:  Wir leben Werte wie Offenheit, Vielfalt, Vertrauen, Partizipation, Augenhöhe, Kooperation, Autonomie, Experimentierfreude und Gemeinschaft. Fehler werden als Lernchance betrachtet.  ",lernkultur auf colearnsocial wir leben werte wie offenheit vielfalt vertrauen partizipation augenhöhe kooperation autonomie experimentierfreude und gemeinschaft fehler werden als lernchance betrachtet,non-Englsih,Learning culture on colearnsocial We live values ​​such as openness diversity trust participation eye level cooperation autonomy experimentation and community errors are considered as a chance of learning
1253,1351,colearn.social,"Diskussion - aber keine Werbung für gewerbliche Leistungen oder Produkte!
Colearn.social dient dem Austausch unter Learning Experten: Zum von- und miteinander Lernen. Gewerbliche Werbung stört die Diskussion.",diskussion aber keine werbung für gewerbliche leistungen oder produkte colearnsocial dient dem austausch unter learning experten zum von und miteinander lernen gewerbliche werbung stört die diskussion,non-Englsih,Discussion but no advertising for commercial services or products Colearnsocial serves to exchange ideas under learning experts on learning from and learning with each other.
1254,1352,eightpoint.app,"No alt-right ideologies or sympathizing for said ideologies.
",no altright ideologies or sympathizing for said ideologies,English,no altright ideologies or sympathizing for said ideologies
1255,1353,eightpoint.app,No promotion of authoritarianism.,no promotion of authoritarianism,English,no promotion of authoritarianism
1256,1354,eightpoint.app,"No recreational shit-talking for no good reason.

See also: https://cohost.org/shel/post/29079-lashon-hara-direct",no recreational shittalking for no good reason see also httpscohostorgshelpost29079lashonharadirect,English,no recreational shittalking for no good reason see also httpscohostorgshelpost29079lashonharadirect
1257,1355,eightpoint.app,Spoiler and warn NSFW images. ,spoiler and warn nsfw images,English,spoiler and warn nsfw images
1258,1356,eightpoint.app,Just dont be an asshole.,just dont be an asshole,English,just dont be an asshole
1259,1357,eightpoint.app,Porn and smut are definitely allowed here. Go nuts. Post nuts. ,porn and smut are definitely allowed here go nuts post nuts,English,porn and smut are definitely allowed here go nuts post nuts
1260,1358,eightpoint.app,18 and older only please if you are found to be breaking this rule you will be removed,18 and older only please if you are found to be breaking this rule you will be removed,English,18 and older only please if you are found to be breaking this rule you will be removed
1261,1359,eightpoint.app,No bigoted behavior of any kind is tolerated.,no bigoted behavior of any kind is tolerated,English,no bigoted behavior of any kind is tolerated
1262,1360,eightpoint.app,"No illegal content, yes this includes lolicon. ",no illegal content yes this includes lolicon,English,no illegal content yes this includes lolicon
1263,1361,eightpoint.app,Respect people's boundaries. Ensure that your flirtations are welcome *before* you send them. Asking explicitly for consent is best.,respect peoples boundaries ensure that your flirtations are welcome before you send them asking explicitly for consent is best,English,respect peoples boundaries ensure that your flirtations are welcome before you send them asking explicitly for consent is best
1264,1362,lewacki.space,"Absolutny zakaz rasizmu, ksenofobii, seksizmu, klasizmu, LGBTQ-fobii oraz innych niefajnych rzeczy uderzających w słabsze jednostki.",absolutny zakaz rasizmu ksenofobii seksizmu klasizmu lgbtqfobii oraz innych niefajnych rzeczy uderzających w słabsze jednostki,non-Englsih,An absolute ban on racism of xenophobia sexism of LGBTQFOBII and other non -cool things hitting weaker individuals
1265,1363,lewacki.space,"Brak absolutorium wolności słowa. Jeśli uważasz, że pole do dyskusji należy zapewnić każdemu, nawet osobom z najbardziej totalitarnymi poglądami, to prawdopodobnie nie będziesz się czuć w tym miejscu dobrze. ",brak absolutorium wolności słowa jeśli uważasz że pole do dyskusji należy zapewnić każdemu nawet osobom z najbardziej totalitarnymi poglądami to prawdopodobnie nie będziesz się czuć w tym miejscu dobrze,non-Englsih,No discharge
